,시군구명,읍면동명,과거대비인구변화...,최근인구변화.연속감소년수.,과거대비사업체변화...,최근사업체변화.연속감소년수.,노후건축물비율...,부합부문.개수.,X2개.부문.이상.부합여부
376,경기도 용인시,구갈동,1.95,4,3.41,0,27.94,1,0
377,경기도 용인시,상갈동,0.26,1,4.11,0,19.35,0,0
378,경기도 용인시,기흥동,24.61,0,5.62,0,25.04,0,0
379,경기도 용인시,서농동,52.88,0,17.78,0,14.13,0,0
380,경기도 용인시,구성동,10.32,1,10.67,1,10.53,0,0
381,경기도 용인시,마북동,5.82,1,1.91,1,27.47,0,0
382,경기도 용인시,동백동,21.36,0,13.62,0,4.28,0,0
383,경기도 용인시,보정동,6.83,1,4.84,0,8.55,0,0
384,경기도 용인시,상하동,3.92,0,7.42,0,21.66,0,0
385,경기도 용인시,신갈동,-23.61,1,3.42,1,47.43,1,0
386,경기도 용인시,영덕동,20.74,0,16.61,0,10.48,0,0
387,경기도 용인시,풍덕천1동,-4.98,1,6.61,2,65.18,1,0
388,경기도 용인시,풍덕천2동,0.66,3,-3.29,1,0.66,1,0
389,경기도 용인시,신봉동,28.66,0,5.94,0,4.68,0,0
390,경기도 용인시,죽전1동,-0.02,3,0.15,0,3.68,1,0
391,경기도 용인시,죽전2동,-3.18,4,-1.57,1,4.94,1,0
392,경기도 용인시,동천동,10.33,0,8.42,0,6.9,0,0
393,경기도 용인시,상현1동,38.73,1,18.62,0,3.09,0,0
394,경기도 용인시,상현2동,-2.86,2,-1.64,1,0,0,0
395,경기도 용인시,성복동,29.8,1,5.36,0,4.24,0,0
396,경기도 파주시,문산읍,25,1,6.32,0,27.53,0,0
397,경기도 파주시,파주읍,-38.77,3,4.83,1,29.78,1,0
398,경기도 파주시,법원읍,-43.95,5,-4.31,1,29.31,1,0
399,경기도 파주시,조리읍,0.58,1,8.76,0,20.89,0,0
400,경기도 파주시,진동면,0,2,100,0,0,0,0
401,경기도 파주시,장단면,0,3,0,0,0,1,0
402,경기도 파주시,월롱면,5.99,5,10.33,1,16.16,1,0
403,경기도 파주시,탄현면,7.13,1,10.82,0,13.33,0,0
404,경기도 파주시,광탄면,-10.56,4,11.34,0,17.85,1,0
405,경기도 파주시,파평면,-51.56,5,3.27,2,27.19,1,0
406,경기도 파주시,적성면,-31.94,4,-4.23,1,25.71,1,0
407,경기도 파주시,군내면,-17.73,0,-8,1,13.38,1,0
408,경기도 파주시,금촌2동,-29.76,2,-1.75,2,1.64,1,0
409,경기도 파주시,금촌1동,-38.32,1,-4.39,3,37.85,2,1
410,경기도 파주시,금촌3동,0,1,0.55,0,20.59,0,0
411,경기도 파주시,교하동,-61.78,2,4.76,0,5.47,1,0
412,경기도 파주시,운정1동,0,0,16.13,0,7.16,0,0
413,경기도 파주시,운정2동,0,0,-13.93,0,0,1,0
414,경기도 파주시,운정3동,0,0,15.68,0,3.56,0,0
415,경기도 이천시,장호원읍,-25.09,1,-3.28,1,44.17,1,0
416,경기도 이천시,부발읍,-4.37,1,5.04,0,34.01,0,0
417,경기도 이천시,신둔면,13.52,2,11.96,0,31.54,0,0
418,경기도 이천시,백사면,-1.57,2,9.98,0,22.5,0,0
419,경기도 이천시,호법면,-2.66,0,1.69,0,29.45,0,0
420,경기도 이천시,마장면,16.77,1,9.95,0,30.6,0,0
421,경기도 이천시,대월면,-18.66,3,10.95,0,29.99,1,0
422,경기도 이천시,모가면,-29.06,5,17.68,1,26.5,1,0
423,경기도 이천시,설성면,-32.28,4,17.11,1,26.22,1,0
424,경기도 이천시,율면,-48.24,2,15.38,1,32.65,1,0
425,경기도 이천시,창전동,-59.1,5,-1.65,2,77.1,2,1
426,경기도 이천시,중리동,7.3,2,-0.29,1,46.72,0,0
427,경기도 이천시,관고동,-10.16,2,-1.42,1,52.28,1,0
428,경기도 이천시,증포동,6.87,0,1.04,1,20.68,0,0
429,경기도 안성시,공도읍,11.61,2,8.46,0,37.41,0,0
430,경기도 안성시,보개면,-40.13,4,8.66,0,34.23,1,0
431,경기도 안성시,금광면,-2.36,3,6.91,0,38.96,1,0
432,경기도 안성시,서운면,-38.37,4,0.78,0,46.5,1,0
433,경기도 안성시,미양면,-8.83,2,3.58,0,44.38,0,0
434,경기도 안성시,대덕면,-11.64,4,1.92,0,33.75,1,0
435,경기도 안성시,양성면,-14.46,1,5.47,0,35.49,0,0
436,경기도 안성시,원곡면,8.62,1,4.99,0,27.7,0,0
437,경기도 안성시,일죽면,-17.82,5,0.66,2,38.18,1,0
438,경기도 안성시,죽산면,3.13,1,0.58,0,43.06,0,0
439,경기도 안성시,삼죽면,-25.46,3,-9.26,1,37.28,2,1
440,경기도 안성시,고삼면,-37.72,2,-19.46,1,35.52,2,1
441,경기도 안성시,안성1동,-13.61,5,4.07,1,69.3,2,1
442,경기도 안성시,안성2동,4.77,5,3.29,0,54.29,2,1
443,경기도 안성시,안성3동,-7,5,-6.01,2,62,3,1
444,경기도 김포시,통진읍,9.05,2,9.23,0,20.27,0,0
445,경기도 김포시,고촌읍,7.68,1,14.02,0,22,0,0
446,경기도 김포시,양촌읍,48.45,0,19.83,1,13.73,0,0
447,경기도 김포시,대곶면,12.28,4,11.56,0,13.39,1,0
448,경기도 김포시,월곶면,-10.08,3,16.37,1,23.45,1,0
449,경기도 김포시,하성면,-15.46,3,1.99,0,22.44,1,0
450,경기도 김포시,김포1동,11.67,2,5.14,0,35.11,0,0
451,경기도 김포시,사우동,-5.31,2,0.99,1,35.51,0,0
452,경기도 김포시,풍무동,11.99,0,4.36,1,28.26,0,0
453,경기도 김포시,장기동,0,0,25.77,0,4.75,0,0
454,경기도 김포시,김포2동,16.24,1,33.57,0,14.58,0,0
455,경기도 김포시,구래동,0,0,-32.09,1,3.53,1,0
456,경기도 화성시,봉담읍,7.2,0,5.17,0,25.31,0,0
457,경기도 화성시,우정읍,-5.84,1,13.78,0,37.41,0,0
458,경기도 화성시,향남읍,31.69,0,13.13,0,21.64,0,0
459,경기도 화성시,남양읍,13.48,0,15.37,0,23.23,0,0
460,경기도 화성시,매송면,-12.24,5,2.28,0,48.99,1,0
461,경기도 화성시,비봉면,-12.88,5,10.07,0,36.96,1,0
462,경기도 화성시,마도면,6.67,0,21.09,0,19.26,0,0
463,경기도 화성시,송산면,-16.36,3,21.38,0,43.28,1,0
464,경기도 화성시,서신면,-12.91,1,18.34,0,30.53,0,0
465,경기도 화성시,팔탄면,7.76,2,12.48,0,15.5,0,0
466,경기도 화성시,장안면,-17.55,5,20.6,0,24.89,1,0
467,경기도 화성시,양감면,-25.54,3,24.36,0,24.74,1,0
468,경기도 화성시,정남면,0.28,5,9.62,0,22.14,1,0
469,경기도 화성시,동탄면,-80.29,2,-34.32,2,15.06,2,1
470,경기도 화성시,진안동,1.87,1,2.79,0,17.75,0,0
471,경기도 화성시,병점1동,2.87,1,3.49,1,28.57,0,0
472,경기도 화성시,병점2동,-1.53,3,1.91,1,2.33,1,0
473,경기도 화성시,반월동,29.11,1,0.06,0,11.38,0,0
474,경기도 화성시,기배동,-0.09,2,2.31,0,30.17,0,0
475,경기도 화성시,화산동,0.11,3,0.46,1,42.76,1,0
476,경기도 화성시,동탄2동,12.63,1,5,0,0.3,0,0
477,경기도 화성시,동탄1동,16.33,1,7.68,0,1.77,0,0
478,경기도 화성시,동탄3동,12.88,1,9.27,0,0.12,0,0
479,경기도 광주시,오포읍,55.41,0,11.21,0,16.3,0,0
480,경기도 광주시,초월읍,17.92,0,9.78,0,21.98,0,0
481,경기도 광주시,곤지암읍,2.31,2,7.02,1,32.13,0,0
482,경기도 광주시,도척면,13.76,2,9.87,0,27.53,0,0
483,경기도 광주시,퇴촌면,31.08,0,0.68,1,26.05,0,0
484,경기도 광주시,남종면,-41.7,4,3.33,1,22.49,1,0
485,경기도 광주시,중부면,-51.47,1,8.08,1,26.22,1,0
486,경기도 광주시,경안동,6,2,2.61,0,58.9,1,0
487,경기도 광주시,송정동,45.1,0,6,0,24.73,0,0
488,경기도 광주시,광남동,39.89,0,9.82,0,19.59,0,0
489,경기도 양주시,백석읍,0.81,5,3.24,1,33.12,1,0
490,경기도 양주시,은현면,-27.56,5,11.79,0,36.18,1,0
491,경기도 양주시,남면,-20.47,2,9.36,0,38.92,1,0
492,경기도 양주시,광적면,8.77,2,6.19,1,29.06,0,0
493,경기도 양주시,장흥면,-8.89,3,3.27,1,38.76,1,0
494,경기도 양주시,양주1동,-20.96,5,7.19,3,56.87,3,1
495,경기도 양주시,양주2동,5.05,1,5.43,0,19.98,0,0
496,경기도 양주시,회천1동,37.38,1,6.23,0,46.92,0,0
497,경기도 양주시,회천2동,1.02,4,-7.54,2,52.38,3,1
498,경기도 양주시,회천3동,-1,1,0.11,1,11.42,0,0
499,경기도 양주시,회천4동,28.74,2,-64.39,1,24.74,1,0
500,경기도 포천시,소흘읍,5.39,3,5.78,0,27.47,1,0
501,경기도 포천시,군내면,-17.28,4,3.75,3,32.66,2,1
502,경기도 포천시,내촌면,-11.06,2,2.24,1,20.11,0,0
503,경기도 포천시,가산면,-21.53,4,8.33,0,29.27,1,0
504,경기도 포천시,신북면,0.21,5,9.67,2,29.24,1,0
505,경기도 포천시,창수면,-36.23,5,4.94,0,43.12,1,0
506,경기도 포천시,영중면,-21.04,5,0.76,1,41.65,1,0
507,경기도 포천시,일동면,-10.05,3,1.8,1,50.27,2,1
508,경기도 포천시,이동면,-22.83,1,-7.98,2,56.68,3,1
509,경기도 포천시,영북면,-38.52,2,-7.34,2,51.02,3,1
510,경기도 포천시,관인면,-55.79,5,-32.08,4,56.75,3,1
511,경기도 포천시,화현면,-12.24,3,2.83,1,37.13,1,0
512,경기도 포천시,포천동,-0.43,4,-7.01,3,51.08,3,1
513,경기도 포천시,선단동,13.44,1,8.51,0,29.82,0,0
514,경기도 여주시,가납읍,-3.92,4,6,0,23.43,1,0
515,경기도 여주시,점동면,-32.93,1,9.03,1,22.08,1,0
516,경기도 여주시,능서면,-29.52,3,9.32,3,23.17,2,1
517,경기도 여주시,흥천면,-29.26,5,8.82,1,19.87,1,0
518,경기도 여주시,금사면,-49.72,1,0.5,2,22.56,1,0
519,경기도 여주시,산북면,-2.04,1,7.84,1,23.19,0,0
520,경기도 여주시,대신면,-35.27,3,1.7,2,25.85,1,0
521,경기도 여주시,북내면,-66.38,3,-1.05,1,24.33,1,0
522,경기도 여주시,강천면,-26.03,1,16.76,1,19.41,1,0
523,경기도 여주시,여흥동,0,1,-1.47,1,29.72,0,0
524,경기도 여주시,중앙동,0,2,1.08,1,44.55,0,0
525,경기도 여주시,오학동,0,0,12.17,0,36.61,0,0
526,경기도 연천군,연천읍,-48.44,1,-2.5,1,51.35,2,1
527,경기도 연천군,전곡읍,-4.02,3,-0.17,1,55.06,2,1
528,경기도 연천군,군남면,-54.74,1,2.62,0,57.72,2,1
529,경기도 연천군,청산면,-46.32,3,7.65,1,55.81,2,1
530,경기도 연천군,백학면,-51.23,3,-6.7,1,49.86,2,1
531,경기도 연천군,미산면,-52.57,1,-1.04,1,40.79,1,0
532,경기도 연천군,왕징면,-54.71,4,3.85,1,56.31,2,1
533,경기도 연천군,신서면,-60.02,3,-21.4,2,61.28,3,1
534,경기도 연천군,중면,-42.55,2,20,1,29.51,1,0
535,경기도 연천군,장남면,-44.97,0,12,1,52.01,2,1
536,경기도 가평군,가평읍,2.63,3,2.9,0,39.56,1,0
537,경기도 가평군,설악면,8.43,0,2.52,0,31.38,0,0
538,경기도 가평군,청평면,12.95,1,4.99,1,39.8,0,0
539,경기도 가평군,상면,-27.02,0,21.49,1,21.38,1,0
540,경기도 가평군,하면,3.53,2,11.48,1,40.72,0,0
541,경기도 가평군,북면,-28.71,1,8.7,0,23.71,1,0
542,경기도 양평군,양평읍,15.88,0,5.72,0,43.96,0,0
543,경기도 양평군,강상면,41.14,0,7.02,0,27.4,0,0
544,경기도 양평군,강하면,22.69,1,-0.47,0,24.18,0,0
545,경기도 양평군,양서면,27.07,0,4.76,0,31.41,0,0
546,경기도 양평군,옥천면,27.42,1,4.3,1,27.43,0,0
547,경기도 양평군,서종면,39.86,0,2.04,1,18.92,0,0
548,경기도 양평군,단월면,-23.09,0,-1.75,3,25.3,2,1
549,경기도 양평군,청운면,-37.87,1,6.84,1,45.22,1,0
550,경기도 양평군,양동면,-45.42,1,-5.51,1,51.17,3,1
551,경기도 양평군,지평면,-30.18,0,-0.37,1,37.12,1,0
552,경기도 양평군,용문면,8.41,0,7.88,1,37.15,0,0
553,경기도 양평군,개군면,-18.41,0,3.4,1,40.71,0,0
