회계연도, 지역명, 자치단체코드, 자치단체명, 분야코드, 분야명, 부문코드, 부문명, 정책사업예산총계, 행정운영경비총계, 재무활동총계, 정책사업예산순계, 재무활동순계, 행정운영경비순계
2015, 경북,4711000, 경북포항시,10, 일반공공행정,11, 입법및선거관리,2280111000,0,0,2280111000,0,0
2015, 경북,4711000, 경북포항시,10, 일반공공행정,13, 지방행정ㆍ재정지원,3298429000,35147090000,0,3298429000,19980590000,0
2015, 경북,4711000, 경북포항시,10, 일반공공행정,16, 일반행정,34907591000,1196377000,0,34468541000,1196377000,0
2015, 경북,4711000, 경북포항시,20, 공공질서및안전,25, 재난방재ㆍ민방위,16110824000,3112000000,0,16110824000,2762000000,0
2015, 경북,4711000, 경북포항시,50, 교육,53, 평생ㆍ직업교육,3715503000,0,0,3715503000,0,0
2015, 경북,4711000, 경북포항시,60, 문화및관광,61, 문화예술,19735936000,1676510000,0,19735936000,1676510000,0
2015, 경북,4711000, 경북포항시,60, 문화및관광,62, 관광,4194073000,0,0,4194073000,0,0
2015, 경북,4711000, 경북포항시,60, 문화및관광,63, 체육,10495739000,3598438000,0,10495739000,3598438000,0
2015, 경북,4711000, 경북포항시,60, 문화및관광,64, 문화재,3457662000,0,0,3457662000,0,0
2015, 경북,4711000, 경북포항시,70, 환경보호,71, 상하수도ㆍ수질,12559375000,20000000000,0,12559375000,0,0
2015, 경북,4711000, 경북포항시,70, 환경보호,72, 폐기물,0,32000000000,0,0,0,0
2015, 경북,4711000, 경북포항시,70, 환경보호,73, 대기,939603000,0,0,939603000,0,0
2015, 경북,4711000, 경북포항시,70, 환경보호,76, 환경보호일반,5187275000,0,0,5187275000,0,0
2015, 경북,4711000, 경북포항시,80, 사회복지,81, 기초생활보장,63975281000,6153755000,0,63975281000,0,0
2015, 경북,4711000, 경북포항시,80, 사회복지,82, 취약계층지원,36103222000,0,0,36103222000,0,0
2015, 경북,4711000, 경북포항시,80, 사회복지,84, 보육ㆍ가족및여성,1.33802E+11,1008278000,0,1.33802E+11,1004678000,0
2015, 경북,4711000, 경북포항시,80, 사회복지,85, 노인ㆍ청소년,1.3377E+11,654999000,0,1.3377E+11,648627000,0
2015, 경북,4711000, 경북포항시,80, 사회복지,86, 노동,6431061000,0,0,6431061000,0,0
2015, 경북,4711000, 경북포항시,80, 사회복지,87, 보훈,3912909000,0,0,3912909000,0,0
2015, 경북,4711000, 경북포항시,80, 사회복지,88, 주택,0,0,0,0,0,0
2015, 경북,4711000, 경북포항시,90, 보건,91, 보건의료,17054111000,0,0,17054111000,0,0
2015, 경북,4711000, 경북포항시,90, 보건,93, 식품의약안전,770588000,30780000,0,770588000,0,0
2015, 경북,4711000, 경북포항시,100, 농림해양수산,101, 농업ㆍ농촌,72153892000,0,0,72153892000,0,0
2015, 경북,4711000, 경북포항시,100, 농림해양수산,102, 임업ㆍ산촌,24706080000,0,0,23940452000,0,0
2015, 경북,4711000, 경북포항시,100, 농림해양수산,103, 해양수산ㆍ어촌,31640868000,0,0,31640868000,0,0
2015, 경북,4711000, 경북포항시,110, 산업ㆍ중소기업,111, 산업금융지원,3678685000,84000000,0,3193596000,0,0
2015, 경북,4711000, 경북포항시,110, 산업ㆍ중소기업,113, 무역및투자유치,327539000,0,0,327539000,0,0
2015, 경북,4711000, 경북포항시,110, 산업ㆍ중소기업,114, 산업진흥ㆍ고도화,14605113000,10692000,0,14605113000,0,0
