회계연도, 지역명, 자치단체코드, 자치단체명, 분야코드, 분야명, 부문코드, 부문명, 정책사업예산총계, 행정운영경비총계, 재무활동총계, 정책사업예산순계, 재무활동순계, 행정운영경비순계,
2014, 세종, 3200000, 세종본청, 060, 문화및관광, 064, 문화재, 453420000, 0, 0, 453420000, 0, 0,
2014, 세종, 3200000, 세종본청, 060, 문화및관광, 063, 체육, 8727499000, 0, 0, 8727499000, 0, 0,
2014, 세종, 3200000, 세종본청, 060, 문화및관광, 062, 관광, 1101700000, 0, 0, 1101700000, 0, 0,
2014, 세종, 3200000, 세종본청, 060, 문화및관광, 061, 문화예술, 2013075000, 0, 0, 2013075000, 0, 0,
2014, 세종, 3200000, 세종본청, 050, 교육, 053, 평생ㆍ직업교육, 84900000, 0, 0, 84900000, 0, 0,
2014, 세종, 3200000, 세종본청, 050, 교육, 051, 유아및초중등교육, 35338823000, 0, 0, 35338823000, 0, 0,
2014, 세종, 3200000, 세종본청, 020, 공공질서및안전, 025, 재난방재ㆍ민방위, 9370151000, 688307000, 0, 9370151000, 688307000, 0,
2014, 세종, 3200000, 세종본청, 010, 일반공공행정, 016, 일반행정, 21092297000, 0, 0, 21092297000, 0, 0,
2014, 세종, 3200000, 세종본청, 010, 일반공공행정, 013, 지방행정ㆍ재정지원, 1706491000, 0, 0, 1706491000, 0, 0,
2014, 세종, 3200000, 세종본청, 010, 일반공공행정, 011, 입법및선거관리, 4515058000, 0, 0, 4515058000, 0, 0,

