회계연도, 지역명, 자치단체코드, 자치단체명, 분야코드, 분야명, 부문코드, 부문명, 정책사업예산총계, 행정운영경비총계, 재무활동총계, 정책사업예산순계, 재무활동순계, 행정운영경비순계,
2014, 세종, 3200000, 세종본청, 900, 기타, 901, 기타, 0, 0, 393280000, 0, 0, 393280000,
2014, 세종, 3200000, 세종본청, 140, 국토및지역개발, 142, 지역및도시, 56106578000, 0, 0, 56106578000, 0, 0,
2014, 세종, 3200000, 세종본청, 140, 국토및지역개발, 141, 수자원, 200000000, 0, 0, 200000000, 0, 0,
2014, 세종, 3200000, 세종본청, 120, 수송및교통, 126, 대중교통ㆍ물류등기타, 209212000, 0, 0, 209212000, 0, 0,
2014, 세종, 3200000, 세종본청, 110, 산업ㆍ중소기업, 115, 에너지및자원개발, 2168800000, 0, 0, 2168800000, 0, 0,
2014, 세종, 3200000, 세종본청, 080, 사회복지, 081, 기초생활보장, 17039341000, 0, 0, 17039341000, 0, 0,
2014, 세종, 3200000, 세종본청, 900, 기타, 901, 기타, 0, 0, 1768223000, 0, 0, 1768223000,
2014, 세종, 3200000, 세종본청, 160, 예비비, 161, 예비비, 116678000, 0, 0, 116678000, 0, 0,
2014, 세종, 3200000, 세종본청, 140, 국토및지역개발, 143, 산업단지, 76007501000, 0, 0, 75657501000, 0, 0,
2014, 세종, 3200000, 세종본청, 110, 산업ㆍ중소기업, 116, 산업ㆍ중소기업일반, 0, 0, 0, 0, 0, 0,
2014, 세종, 3200000, 세종본청, 070, 환경보호, 071, 상하수도ㆍ수질, 57500009000, 0, 0, 57500009000, 0, 0,
2014, 세종, 3200000, 세종본청, 010, 일반공공행정, 013, 지방행정ㆍ재정지원, 13470000000, 30000000, 0, 3470000000, 30000000, 0,
2014, 세종, 3200000, 세종본청, 900, 기타, 901, 기타, 0, 0, 86249327000, 0, 0, 86249327000,
2014, 세종, 3200000, 세종본청, 160, 예비비, 161, 예비비, 11335480000, 0, 0, 11335480000, 0, 0,
2014, 세종, 3200000, 세종본청, 150, 과학기술, 153, 과학기술일반, 42180000, 0, 0, 42180000, 0, 0,
2014, 세종, 3200000, 세종본청, 140, 국토및지역개발, 143, 산업단지, 390000000, 0, 0, 390000000, 0, 0,
2014, 세종, 3200000, 세종본청, 140, 국토및지역개발, 142, 지역및도시, 32419364000, 18000000000, 0, 32419364000, 0, 0,
2014, 세종, 3200000, 세종본청, 140, 국토및지역개발, 141, 수자원, 20030546000, 0, 0, 20030546000, 0, 0,
2014, 세종, 3200000, 세종본청, 120, 수송및교통, 126, 대중교통ㆍ물류등기타, 18580396000, 140000000, 0, 18580396000, 0, 0,
2014, 세종, 3200000, 세종본청, 120, 수송및교통, 121, 도로, 13211907000, 0, 0, 13211907000, 0, 0,
2014, 세종, 3200000, 세종본청, 110, 산업ㆍ중소기업, 116, 산업ㆍ중소기업일반, 0, 0, 0, 0, 0, 0,
2014, 세종, 3200000, 세종본청, 110, 산업ㆍ중소기업, 115, 에너지및자원개발, 4402000000, 0, 0, 4402000000, 0, 0,
2014, 세종, 3200000, 세종본청, 110, 산업ㆍ중소기업, 114, 산업진흥ㆍ고도화, 2349382000, 0, 0, 2349382000, 0, 0,
2014, 세종, 3200000, 세종본청, 110, 산업ㆍ중소기업, 113, 무역및투자유치, 9449300000, 1000000000, 0, 9449300000, 1000000000, 0,
2014, 세종, 3200000, 세종본청, 110, 산업ㆍ중소기업, 111, 산업금융지원, 2234340000, 2964000000, 0, 2234340000, 2964000000, 0,
2014, 세종, 3200000, 세종본청, 100, 농림해양수산, 102, 임업ㆍ산촌, 5769710000, 0, 0, 5769710000, 0, 0,
2014, 세종, 3200000, 세종본청, 100, 농림해양수산, 101, 농업ㆍ농촌, 47040412000, 0, 0, 47040412000, 0, 0,
2014, 세종, 3200000, 세종본청, 090, 보건, 093, 식품의약안전, 559154000, 10000000, 0, 559154000, 0, 0,
2014, 세종, 3200000, 세종본청, 090, 보건, 091, 보건의료, 13187057000, 0, 0, 13187057000, 0, 0,
2014, 세종, 3200000, 세종본청, 080, 사회복지, 089, 사회복지일반, 30000000, 0, 0, 30000000, 0, 0,
2014, 세종, 3200000, 세종본청, 080, 사회복지, 087, 보훈, 1422834000, 0, 0, 1422834000, 0, 0,
2014, 세종, 3200000, 세종본청, 080, 사회복지, 086, 노동, 2033804000, 0, 0, 2033804000, 0, 0,
2014, 세종, 3200000, 세종본청, 080, 사회복지, 085, 노인ㆍ청소년, 40062517000, 0, 0, 40062517000, 0, 0,
2014, 세종, 3200000, 세종본청, 080, 사회복지, 084, 보육ㆍ가족및여성, 41865175000, 0, 0, 41865175000, 0, 0,
2014, 세종, 3200000, 세종본청, 080, 사회복지, 082, 취약계층지원, 16440122000, 0, 0, 16440122000, 0, 0,
2014, 세종, 3200000, 세종본청, 080, 사회복지, 081, 기초생활보장, 12643681000, 3984622000, 0, 12643681000, 544154000, 0,
2014, 세종, 3200000, 세종본청, 070, 환경보호, 076, 환경보호일반, 660004000, 0, 0, 660004000, 0, 0,
2014, 세종, 3200000, 세종본청, 070, 환경보호, 074, 자연, 542065000, 0, 0, 542065000, 0, 0,
2014, 세종, 3200000, 세종본청, 070, 환경보호, 073, 대기, 734640000, 0, 0, 734640000, 0, 0,
2014, 세종, 3200000, 세종본청, 070, 환경보호, 072, 폐기물, 9757870000, 0, 0, 9757870000, 0, 0,
2014, 세종, 3200000, 세종본청, 070, 환경보호, 071, 상하수도ㆍ수질, 3122806000, 27218500000, 0, 3122806000, 65780000, 0,
2014, 세종, 3200000, 세종본청, 060, 문화및관광, 065, 문화및관광일반, 0, 500000000, 0, 0, 500000000, 0,
