name,population,population_year,business,business_year,old_building,pass
서울특별시 금천구 시흥제3동,-37.06941409,3,2.51305483,1,68.65248227,2
서울특별시 금천구 시흥제4동,-37.12434207,5,-3.858024691,1,78.32214765,2
서울특별시 금천구 시흥제5동,-32.47946322,5,-9.160305344,2,86.89320388,3
서울특별시 영등포구 여의동,-14.25995831,3,11.78031308,0,78.02197802,2
서울특별시 영등포구 당산제1동,-16.63429874,2,4.230895376,1,82.03125,1
서울특별시 영등포구 당산제2동,5.03101737,1,3.653846154,1,61.24876115,1
서울특별시 영등포구 양평제1동,0.802139037,2,8.7517934,1,82.35858102,1
서울특별시 영등포구 양평제2동,0.809989875,3,5.406797116,0,63.61788618,2
서울특별시 영등포구 신길제1동,-33.82788296,5,-8.376511226,2,82.73584906,3
서울특별시 영등포구 신길제3동,-46.61510129,4,-27.44148507,4,86.63257852,3
서울특별시 영등포구 신길제4동,-49.2060595,5,-27.07355243,3,84.77801268,3
서울특별시 영등포구 신길제5동,-48.95772382,5,-3.799654577,1,88.1871345,2
서울특별시 영등포구 신길제6동,-44.55527625,5,0.715563506,2,81.25,2
서울특별시 영등포구 신길제7동,-29.1503008,2,-14.1025641,2,81.21546961,3
서울특별시 영등포구 대림제1동,-45.24664525,5,-12.35679214,1,82.44714926,3
서울특별시 영등포구 대림제2동,-56.4969215,5,-4.176157935,1,82.60632497,2
서울특별시 영등포구 대림제3동,-28.14010007,5,-0.564174894,1,83.23732719,2
서울특별시 영등포구 영등포본동,-4.870020257,5,-17.18001369,1,76.41509434,3
서울특별시 영등포구 영등포동,16.64811055,1,-2.005955179,1,79.30497925,1
서울특별시 영등포구 도림동,8.729022281,2,-2.759381898,1,80.18181818,1
서울특별시 영등포구 문래동,-3.739936492,5,3.014037985,0,81.66539343,2
서울특별시 동작구 노량진제2동,-41.45860146,5,-22.60869565,5,92.4959217,3
서울특별시 동작구 상도제1동,17.61899955,1,-0.131492439,1,52.58748152,1
서울특별시 동작구 상도제2동,-20.70258077,4,-3.289473684,2,71.5590743,2
서울특별시 동작구 상도제3동,3.187165775,1,-8.826945412,2,64.26116838,2
서울특별시 동작구 상도제4동,-13.61637604,2,-8.384710234,2,71.89979123,2
서울특별시 동작구 사당제1동,-14.14083208,2,0.460564191,2,67.46458232,1
서울특별시 동작구 사당제3동,-32.01950544,3,-5.170517052,1,74.17998318,3
서울특별시 동작구 사당제4동,-58.90536178,3,-13.23763955,2,70.61365601,3
서울특별시 동작구 사당제5동,-18.6091276,5,-12.28448276,1,76.38453501,3
서울특별시 동작구 대방동,-0.941580932,3,-2.450331126,1,64.27003293,2
서울특별시 동작구 신대방제1동,-8.292514924,4,3.128258603,0,74.93333333,2
서울특별시 동작구 신대방제2동,-4.729315146,1,0.085763293,0,67.6366843,1
서울특별시 동작구 흑석동,16.01362862,3,-5.27654164,1,85.21066208,3
서울특별시 동작구 노량진제1동,-6.411579477,4,-4.601226994,2,70.98507463,2
서울특별시 동작구 사당제2동,0.024494366,3,0.207900208,1,75.61955794,2
서울특별시 관악구 보라매동,-10.4232287,5,8.115183246,1,72.22222222,2
서울특별시 관악구 청림동,-31.0306738,2,-4.657534247,2,82.75862069,2
서울특별시 관악구 행운동,-12.81173298,2,-0.461893764,1,62.14750542,1
서울특별시 관악구 낙성대동,-0.843561916,5,-0.661157025,1,55.81802275,2
서울특별시 관악구 중앙동,-22.30832196,3,-9.930486594,1,71.97501952,3
서울특별시 관악구 인헌동,-3.87897595,5,-2.173913043,1,59.91535671,2
서울특별시 관악구 남현동,-0.187021819,2,7.894736842,1,52.78884462,1
서울특별시 관악구 서원동,-7.200653862,5,2.111486486,1,67.69138035,2
서울특별시 관악구 신원동,-31.56066275,5,-7.43902439,2,77.30659026,3
서울특별시 관악구 서림동,-13.06392678,2,-8.64516129,2,65.56456644,2
서울특별시 관악구 신사동,-24.69078643,5,-9.463276836,2,64.53900709,3
서울특별시 관악구 신림동,0.573705179,0,-17.41516966,2,57.03225806,2
서울특별시 관악구 난향동,-42.05244992,5,-0.73800738,1,70.76271186,2
서울특별시 관악구 조원동,-43.68366424,1,-10.91863517,2,65.91070163,3
서울특별시 관악구 대학동,-18.64685315,3,-8.909730363,2,60.05449591,3
서울특별시 관악구 은천동,-1.116039491,3,-4.485852312,1,63.59473383,2
서울특별시 관악구 성현동,-4.091754495,5,-2.318392581,1,61.20689655,2
서울특별시 관악구 청룡동,-10.6587806,5,-3.943954333,2,72.17300677,2
서울특별시 관악구 난곡동,-1.565188059,5,-18.75,2,82.93118856,3
